artists,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
Mr.,森林,52,306880,0,0.525,0.479,5,-7.768,1,0.0299,0.0495,0.0,0.13,0.359,75.012,4,cantopop
C AllStar,天梯,52,271787,0,0.679,0.444,2,-6.88,1,0.0376,0.679,0.0,0.0774,0.413,121.834,4,cantopop
Leo Ku;MC 張天賦,自我安慰,58,308622,0,0.546,0.409,10,-7.318,1,0.031,0.756,0.0,0.0764,0.412,84.116,4,cantopop
Eason Chan,Shall We Talk,48,227207,0,0.329,0.309,0,-10.255,1,0.0355,0.816,0.0,0.141,0.496,172.599,4,cantopop
Leon Lai,一言為定,25,203033,0,0.495,0.373,1,-8.493,1,0.0288,0.728,5.43e-06,0.161,0.367,134.977,4,cantopop
Byejack;Trickie Bonnie,螢火 Firefly,26,219000,0,0.513,0.768,7,-6.336,0,0.0354,0.117,0.0,0.362,0.493,136.904,4,cantopop
Terence Lam,在空中的這一秒,56,226646,0,0.563,0.491,3,-8.256,1,0.0332,0.589,0.0,0.108,0.331,91.071,4,cantopop
Terence Lam,一人之境 in C major,55,195424,0,0.711,0.315,0,-11.211,1,0.034,0.742,0.0,0.121,0.232,122.052,4,cantopop
Christopher Wong,雨中的戀人們,0,260066,0,0.697,0.497,6,-8.396,0,0.0274,0.393,0.000137,0.0998,0.307,128.974,4,cantopop
my little airport,milan,34,104242,0,0.407,0.307,4,-11.93,1,0.163,0.783,0.000432,0.0747,0.286,174.51,4,cantopop
Eason Chan,是但求其愛,49,269000,0,0.326,0.272,6,-9.536,1,0.0434,0.94,0.00337,0.301,0.253,181.863,4,cantopop
Daniel Chan,劃火柴,52,214533,0,0.545,0.53,6,-8.063,1,0.0264,0.464,0.0,0.311,0.426,136.023,4,cantopop
my little airport,"你是浪子,別泊岸",35,108500,0,0.708,0.631,3,-8.388,1,0.0408,0.176,0.000383,0.104,0.503,102.987,4,cantopop
my little airport,西西弗斯之歌,34,135903,0,0.617,0.527,8,-7.372,1,0.0449,0.129,0.0,0.0903,0.959,116.014,4,cantopop
my little airport,春天在車廂裡,33,160092,0,0.437,0.358,11,-10.798,1,0.0314,0.259,0.000185,0.156,0.512,144.905,4,cantopop
my little airport,沖繩流浪貓,33,159902,0,0.609,0.251,9,-15.696,1,0.0316,0.85,0.0371,0.0947,0.304,85.0,3,cantopop
Mr.,遇到了,46,261733,0,0.385,0.456,6,-9.695,1,0.031,0.746,0.0,0.102,0.381,184.011,4,cantopop
Shiga Lin,到此為止,54,261571,0,0.566,0.292,8,-11.589,1,0.0312,0.621,4.05e-06,0.152,0.396,135.818,4,cantopop
Joey Yung,東京人壽,44,257099,0,0.451,0.813,3,-4.939,1,0.0506,0.198,0.0,0.332,0.341,142.14,4,cantopop
Jacky Cheung,我真的受傷了,56,208893,0,0.603,0.0762,7,-21.221,1,0.0325,0.906,5.08e-05,0.218,0.371,72.917,4,cantopop
my little airport,"柯德莉,關於風景",35,98495,0,0.716,0.329,9,-12.584,1,0.037,0.402,0.00185,0.086,0.434,124.644,3,cantopop
Faye Wong,"給自己的情書 - ""笑忘書""廣東版",50,267826,0,0.554,0.326,9,-10.702,0,0.0361,0.902,1.39e-05,0.129,0.251,125.844,3,cantopop
Sandy Lam,分分鐘需要你,47,252453,0,0.791,0.269,9,-17.08,1,0.037,0.776,0.000202,0.124,0.591,110.017,4,cantopop
Anthony Wong,"暗湧 - 電影""愈快樂愈墮落""歌曲",31,229053,0,0.406,0.626,0,-6.651,0,0.0341,0.0917,0.00424,0.315,0.442,80.889,4,cantopop
Miriam Yeung,處處吻,42,199041,0,0.758,0.794,1,-4.734,0,0.0405,0.364,0.0,0.099,0.77,119.021,4,cantopop
Khalil Fong,紅豆,50,236093,0,0.484,0.248,6,-13.931,1,0.0466,0.386,1.66e-05,0.319,0.256,121.969,4,cantopop
Karen Mok,如果沒有你,52,287013,0,0.507,0.281,11,-11.657,1,0.0307,0.758,0.0,0.211,0.264,125.893,4,cantopop
HANA,"從未說起 - 劇集 ""跳躍生命線"" 片尾曲",25,247731,0,0.617,0.367,6,-10.419,0,0.0334,0.583,0.0,0.288,0.346,137.946,4,cantopop
Kay Tse,我的波利海妮婭,38,240920,0,0.682,0.682,6,-6.761,0,0.037,0.316,0.0,0.132,0.435,113.912,4,cantopop
Faye Wong,人間,47,285266,0,0.603,0.298,4,-11.761,0,0.0278,0.743,8.62e-06,0.267,0.298,130.041,4,cantopop
Ekin Cheng,無處不在,24,210413,0,0.645,0.684,0,-6.95,1,0.0291,0.435,0.0,0.0689,0.328,128.994,4,cantopop
Jay Fung,給缺席的人唱首歌,56,237985,0,0.599,0.526,0,-8.214,1,0.0316,0.601,0.0,0.127,0.413,134.038,4,cantopop
Fiona Sit,給十年後的我,46,149733,0,0.564,0.136,5,-16.534,1,0.0387,0.961,0.00235,0.111,0.388,119.856,4,cantopop
Eason Chan,歲月如歌,51,207852,0,0.592,0.427,3,-6.759,1,0.0281,0.834,2.98e-06,0.106,0.453,139.908,4,cantopop
MC 張天賦,乾,57,219070,0,0.531,0.342,6,-11.622,1,0.0319,0.667,0.0,0.0893,0.222,110.332,3,cantopop
my little airport,奇人的離職 - Live,33,120411,0,0.487,0.599,9,-11.224,1,0.0327,0.0183,0.354,0.913,0.171,134.237,4,cantopop
Kay Tse,年度之歌,47,240626,0,0.499,0.333,0,-9.977,1,0.0282,0.784,0.0,0.119,0.362,107.548,4,cantopop
my little airport,詩歌舞街 - Live,32,195291,0,0.436,0.301,4,-12.831,1,0.0472,0.693,5.16e-06,0.703,0.28,125.605,4,cantopop
my little airport,悲傷的採購 - Live,34,178292,0,0.359,0.551,2,-9.152,1,0.0568,0.137,4.63e-06,0.705,0.278,119.674,4,cantopop
Aaron Kwok;Frankie,鐵幕誘惑,24,246960,0,0.773,0.869,1,-6.239,1,0.0689,0.0617,5.41e-05,0.102,0.426,110.23,4,cantopop
Twins,下一站天后,43,205839,0,0.569,0.569,11,-5.508,1,0.0252,0.258,0.0,0.145,0.474,76.044,4,cantopop
Beyond,不再猶豫,48,254720,0,0.639,0.742,4,-8.51,0,0.0451,0.284,0.0,0.132,0.864,133.763,4,cantopop
C AllStar,薄情歌,48,229555,0,0.64,0.583,6,-7.404,1,0.0288,0.305,0.0,0.211,0.499,127.998,4,cantopop
my little airport,美麗新香港 - Live,34,144618,0,0.319,0.745,4,-8.811,0,0.0584,0.00358,2.29e-05,0.228,0.296,156.43,4,cantopop
Dicky Cheung,"大無畏 - 劇集 ""大帥哥"" 主題曲",24,195505,0,0.644,0.903,9,-7.516,0,0.154,0.505,0.0,0.0291,0.8,178.103,4,cantopop
Eason Chan,慢慢喜歡你 - Live at EasON AIR,45,259502,0,0.568,0.321,10,-12.932,1,0.0365,0.846,2.41e-06,0.0851,0.302,130.151,4,cantopop
Danny Chan,眼淚為你流,25,226773,0,0.555,0.321,0,-14.838,1,0.0351,0.695,0.0392,0.177,0.453,78.043,4,cantopop
Eason Chan,人來人往,48,234769,0,0.542,0.26,7,-12.104,1,0.0347,0.759,3.98e-05,0.27,0.27,74.842,4,cantopop
Ekin Cheng,我的歌,25,232226,0,0.661,0.352,4,-7.785,1,0.0355,0.872,0.0,0.104,0.265,75.196,3,cantopop
Ekin Cheng,愛難留,24,220000,0,0.458,0.508,2,-10.448,1,0.0398,0.0564,5.56e-06,0.207,0.173,142.215,4,cantopop
Leon Lai,別舔傷口,24,200600,0,0.494,0.387,0,-6.971,1,0.0324,0.733,5.54e-05,0.119,0.367,173.9,3,cantopop
Jason Chan,車匙,26,204040,0,0.505,0.691,11,-6.055,1,0.028,0.347,0.0,0.166,0.322,136.053,4,cantopop
Ekin Cheng,感激我遇見 - 劇場版,24,270213,0,0.546,0.522,7,-7.338,1,0.031,0.662,0.0,0.193,0.458,73.068,4,cantopop
Jinny Ng,"光陰飛逝時 - 劇集 ""異搜店"" 主題曲",25,204450,0,0.615,0.405,3,-9.116,0,0.0324,0.789,0.0,0.086,0.223,132.021,4,cantopop
Wilfred Lau,二等天使,25,225986,0,0.566,0.5,2,-6.459,1,0.028,0.762,0.0,0.146,0.495,144.884,4,cantopop
Terence Lam,下一位前度 in Ab major,55,275321,0,0.591,0.392,8,-9.737,1,0.0283,0.637,0.0,0.143,0.354,117.85,4,cantopop
Keeva Mak,殺死我的溫柔,0,275640,0,0.647,0.649,0,-7.066,0,0.0359,0.629,0.0,0.072,0.498,95.005,4,cantopop
Shawn Yue,"司機 - 電影""下一站天后""歌曲",0,223640,0,0.562,0.546,0,-6.459,1,0.0294,0.322,0.0,0.114,0.234,139.018,4,cantopop
Terence Lam,邊一個發明了ENCORE,56,286401,0,0.417,0.455,0,-10.075,1,0.0286,0.789,7.96e-05,0.189,0.51,142.128,4,cantopop
Khalil Fong,Love Song,48,269293,0,0.627,0.408,5,-9.87,1,0.052,0.626,0.0,0.315,0.337,114.744,4,cantopop
Andy Lau,十七歲,44,240106,0,0.637,0.41,5,-7.286,1,0.0296,0.631,0.0,0.111,0.383,80.014,4,cantopop
my little airport,愛人有新歡,31,125636,0,0.584,0.534,5,-9.201,1,0.0424,0.421,0.438,0.0869,0.511,119.949,4,cantopop
陳健安,在錯誤的宇宙尋找愛,49,277766,0,0.509,0.501,6,-8.547,1,0.0382,0.615,5.92e-06,0.0991,0.248,139.825,4,cantopop
my little airport,阿姆斯特丹夜機,32,132632,0,0.406,0.465,7,-14.161,1,0.0425,0.777,0.0655,0.119,0.328,88.235,3,cantopop
Eason Chan,紅玫瑰(國),46,239973,0,0.425,0.583,9,-6.971,0,0.04,0.744,0.000689,0.116,0.345,128.05,4,cantopop
Eason Chan,落花流水,43,237533,0,0.582,0.548,1,-7.632,1,0.0401,0.424,0.0,0.129,0.274,148.001,4,cantopop
George Lam,分分鐘需要你,41,182493,0,0.532,0.413,4,-13.833,1,0.0418,0.744,0.0166,0.229,0.798,111.946,4,cantopop
Eason Chan;eason and the duo band,我們萬歲,44,236640,0,0.562,0.494,1,-7.29,0,0.0289,0.318,0.0,0.0961,0.556,76.058,4,cantopop
Eason Chan,一絲不掛,35,241706,0,0.516,0.545,1,-7.837,0,0.0296,0.722,0.0,0.159,0.534,143.99,3,cantopop
Faye Wong,你快樂所以我快樂,44,258426,0,0.676,0.307,8,-12.919,0,0.0279,0.51,0.00284,0.123,0.163,110.857,4,cantopop
Anthony Wong;Cass Phang,漩渦,31,243746,0,0.72,0.562,8,-10.676,1,0.187,0.421,0.000271,0.385,0.407,123.002,4,cantopop
Sandy Lam,詞不達意,41,266466,0,0.495,0.432,3,-7.914,1,0.0307,0.144,1.4e-06,0.0977,0.182,126.276,4,cantopop
Miriam Yeung,小城大事,48,208506,0,0.582,0.345,2,-8.372,0,0.0334,0.879,0.0,0.215,0.326,120.067,4,cantopop
Karen Mok,呼吸有害,50,192196,0,0.604,0.622,2,-6.568,1,0.0465,0.498,0.0,0.128,0.195,77.981,4,cantopop
my little airport,爺就是一名辭職撚,32,165200,0,0.5,0.366,7,-11.416,1,0.0321,0.814,0.00357,0.122,0.351,95.063,4,cantopop
Jacky Cheung;高慧君,你最珍貴,54,286840,0,0.52,0.285,10,-10.754,1,0.027,0.686,0.0,0.0931,0.0798,93.922,4,cantopop
Prudence Liew,公子多情,23,202386,0,0.52,0.35,7,-11.57,0,0.0254,0.822,4.3e-05,0.111,0.478,81.012,4,cantopop
Eason Chan,沙龍,47,275973,0,0.534,0.58,4,-5.311,1,0.0265,0.658,0.0,0.136,0.347,142.081,4,cantopop
陳卓賢 Ian,留一天與你喘息,67,258924,0,0.411,0.482,9,-8.081,1,0.0475,0.574,0.0,0.227,0.261,172.079,4,cantopop
Faye Wong,暗湧,43,261813,0,0.325,0.213,10,-17.136,0,0.04,0.898,0.0541,0.0909,0.326,181.1,3,cantopop
Hins Cheung,只是太愛你,55,254266,0,0.559,0.342,10,-10.726,1,0.0397,0.581,0.0,0.111,0.334,130.004,4,cantopop
Joey Yung,煙霞,44,238026,0,0.576,0.646,4,-6.75,1,0.0554,0.137,0.0,0.123,0.451,142.955,4,cantopop
MC 張天賦,時候不早,59,220938,0,0.737,0.483,9,-6.416,1,0.0311,0.318,0.0,0.293,0.514,83.966,4,cantopop
my little airport,一六八,31,155649,0,0.536,0.423,10,-13.35,1,0.036,0.656,7.9e-06,0.135,0.705,81.901,4,cantopop
Kenny Bee,讓一切隨風,48,244053,0,0.631,0.421,7,-10.315,0,0.0293,0.783,8.99e-05,0.095,0.188,130.199,4,cantopop
Sammi Cheng,我們都是這樣長大的,48,283184,0,0.427,0.409,5,-10.06,1,0.0306,0.716,0.0,0.0958,0.37,159.826,4,cantopop
Daniel Chan;林京燁,不懂愛你,24,355000,0,0.495,0.51,8,-7.357,1,0.0349,0.519,0.0,0.19,0.413,136.072,4,cantopop
李龍基,佛山贊先生,25,176986,0,0.567,0.466,7,-9.146,0,0.0233,0.0654,0.000532,0.585,0.272,96.972,4,cantopop
Faye Wong,矜持,48,277986,0,0.319,0.205,4,-14.326,1,0.0383,0.683,9.65e-05,0.114,0.196,138.493,3,cantopop
my little airport,宅女上街吧 - Live,30,138133,0,0.377,0.553,0,-10.567,1,0.0405,0.0073,1.26e-05,0.11,0.351,133.5,4,cantopop
Johnny Ip,人在旅途灑淚時,25,179706,0,0.448,0.294,2,-15.899,0,0.0295,0.482,0.0,0.123,0.268,170.081,4,cantopop
Juno Mak,耿耿於懷,49,220933,0,0.588,0.741,0,-5.48,1,0.038,0.452,0.000106,0.145,0.148,131.68,4,cantopop
my little airport,K同學 - Live,30,176911,0,0.563,0.408,8,-11.98,0,0.0419,0.716,1.61e-06,0.21,0.645,79.31,4,cantopop
my little airport,麥記最後一夜 - Live,32,220733,0,0.429,0.314,0,-14.744,1,0.045,0.766,0.000177,0.704,0.278,136.118,3,cantopop
my little airport,rm1210 - Live,30,131688,0,0.472,0.256,0,-17.152,1,0.0368,0.897,0.0459,0.148,0.303,111.586,3,cantopop
MC 張天賦;Kaho Hung,Frenemy,58,235256,0,0.59,0.513,11,-7.962,1,0.0283,0.578,0.0,0.093,0.52,129.909,4,cantopop
my little airport,宋代SAD BOY - Live,32,195295,0,0.535,0.485,7,-13.303,1,0.057,0.0355,0.171,0.952,0.649,132.674,4,cantopop
李炳文,昨夜的渡輪上,25,220840,0,0.554,0.345,6,-10.199,0,0.0268,0.749,0.0,0.11,0.168,107.625,4,cantopop
Jinny Ng,"越難越愛 - (劇集 ""使徒行者"" 片尾曲)",53,237840,0,0.701,0.481,2,-8.113,0,0.0337,0.742,0.0,0.174,0.333,133.963,4,cantopop
my little airport,你說之後會找我 - LIVE,32,185317,0,0.426,0.227,0,-13.427,1,0.0309,0.422,0.00351,0.617,0.263,140.393,4,cantopop
Janice Vidal,街燈晚餐,45,312906,0,0.494,0.614,1,-4.851,1,0.0288,0.722,0.0,0.097,0.322,148.646,4,cantopop
MC 張天賦,小心地滑,59,239340,0,0.653,0.811,2,-5.68,0,0.0363,0.262,0.0,0.1,0.404,115.515,3,cantopop
Janice Vidal,大哥,53,235800,0,0.595,0.435,9,-6.837,1,0.0382,0.55,0.0,0.102,0.402,135.719,4,cantopop
HANA,久別重逢 - 劇集 “三生三世十里桃花” 主題曲,24,225680,0,0.463,0.496,9,-8.091,0,0.034,0.685,0.0,0.0937,0.32,147.843,3,cantopop
Deanie Ip;Elisa Chan;散芬芳合唱團,千個太陽,25,237853,0,0.511,0.676,3,-7.468,1,0.028,0.0993,0.0,0.0893,0.601,77.74,4,cantopop
Leon Lai,DNA出錯 - 演唱會現場版,23,221250,0,0.69,0.925,9,-3.94,1,0.0333,0.0036,0.0,0.379,0.874,135.984,4,cantopop
Johnny Ip,勝利雙手創 - 電視劇:我來自潮洲 主題曲,25,215840,0,0.616,0.484,10,-11.95,1,0.0288,0.518,8.6e-06,0.317,0.744,172.064,4,cantopop
Vivian Chow;Leon Lai,真愛在明天,24,243373,0,0.543,0.297,10,-12.371,1,0.0313,0.444,0.0,0.371,0.266,135.978,4,cantopop
Jacky Cheung;Regine Velasquez,In Love With You,24,264040,0,0.483,0.438,6,-7.071,1,0.0248,0.204,0.0,0.0863,0.154,71.003,4,cantopop
Karen Mok;Wu Bai,堅強的理由,45,318160,0,0.507,0.472,9,-9.469,0,0.0261,7.66e-05,4.56e-05,0.091,0.446,131.915,4,cantopop
Beyond,冷雨夜,44,301893,0,0.361,0.733,9,-5.73,0,0.0334,0.457,0.0,0.12,0.344,172.986,4,cantopop
Adam Cheng,笑看風雲,50,264289,0,0.608,0.401,4,-10.68,1,0.031,0.462,1.93e-06,0.167,0.181,120.001,4,cantopop
Beyond,灰色軌跡,46,327200,0,0.597,0.553,6,-8.857,0,0.0284,0.0704,1.41e-05,0.0587,0.303,143.898,4,cantopop
Edan 呂爵安,E先生 連環不幸事件,55,268536,0,0.497,0.454,10,-9.386,1,0.0303,0.543,0.0,0.0966,0.323,164.012,4,cantopop
Andy Lau,一生一次,23,280000,0,0.626,0.663,1,-11.866,1,0.0354,0.745,0.000173,0.108,0.761,140.283,4,cantopop
Serrini,我在流浮山滴眼水.jpg,46,255805,0,0.546,0.422,9,-8.534,1,0.0286,0.657,2.38e-06,0.113,0.461,139.84,4,cantopop
Mavis Hee,城裡的月光,51,321320,0,0.538,0.251,10,-13.494,1,0.027,0.79,0.0,0.191,0.202,83.972,4,cantopop
Leslie Cheung,風繼續吹,49,308573,0,0.538,0.426,0,-9.985,1,0.0289,0.264,0.0012,0.472,0.322,133.786,4,cantopop
Denise Ho,是有種人,39,235974,0,0.535,0.398,11,-8.756,1,0.0353,0.7,0.0,0.119,0.339,75.035,4,cantopop
Leslie Cheung,有心人,50,268280,0,0.541,0.38,0,-12.094,1,0.027,0.716,9.56e-06,0.329,0.192,72.015,4,cantopop
my little airport,"我愛官恩娜,都不及愛你的哨牙",32,126629,0,0.604,0.738,2,-6.714,1,0.0358,0.589,3.74e-06,0.344,0.815,159.948,4,cantopop
Tat Ming Pair,禁色,33,244680,0,0.502,0.183,2,-12.124,0,0.0308,0.81,0.0,0.102,0.219,112.235,3,cantopop
Eason Chan,黃金時代,46,248040,0,0.555,0.494,4,-6.862,1,0.0285,0.246,0.0,0.291,0.28,144.044,4,cantopop
my little airport,邊一個發明了返工,36,178665,0,0.552,0.294,5,-11.01,1,0.0411,0.337,2.73e-06,0.114,0.389,122.525,4,cantopop
my little airport,菊花的味道,32,128000,0,0.632,0.473,7,-9.904,1,0.0532,0.593,0.226,0.0912,0.151,120.149,4,cantopop
Ronald Cheng,無賴,50,243000,0,0.639,0.659,4,-5.356,1,0.0307,0.456,0.0,0.235,0.54,111.024,4,cantopop
Justin Lo,命硬,52,217013,0,0.495,0.503,3,-6.838,1,0.032,0.67,0.0,0.14,0.333,185.088,3,cantopop
Karen Mok,外面的世界,50,271786,0,0.452,0.161,11,-14.383,1,0.0346,0.963,0.00102,0.0983,0.173,131.644,4,cantopop
Kay Tse,鍾無艷,45,278573,0,0.629,0.429,1,-8.709,1,0.0297,0.877,0.0,0.101,0.336,112.206,4,cantopop
Alan Tam,一生中最愛,50,262640,0,0.65,0.217,3,-13.503,1,0.0366,0.842,1.08e-05,0.122,0.186,125.924,4,cantopop
Jacky Cheung;Anita Mui,"相愛很難 - 電影""男人四十""歌曲",52,223253,0,0.495,0.559,0,-8.888,1,0.047,0.613,0.0,0.141,0.322,134.508,4,cantopop
my little airport,喫煙席 - Live,31,133802,0,0.542,0.272,5,-15.699,1,0.0434,0.813,5.09e-05,0.724,0.244,134.255,4,cantopop
MC 張天賦;Jay Fung,How Many Times - Studio Live,51,230253,0,0.635,0.323,0,-12.026,1,0.0356,0.845,0.0,0.112,0.454,119.072,4,cantopop
my little airport,只因當時太緊張 - Live,31,144142,0,0.351,0.777,7,-7.694,1,0.0487,0.082,0.0,0.759,0.401,143.327,4,cantopop
my little airport,只收一半 - Live,31,171225,0,0.518,0.493,9,-12.512,0,0.0468,0.684,0.089,0.395,0.346,84.016,4,cantopop
my little airport,因講了出來 - Live,31,161992,0,0.596,0.563,9,-10.738,1,0.0349,0.524,0.00205,0.701,0.646,117.285,4,cantopop
Alan Tam,講不出再見,44,292146,0,0.586,0.666,2,-5.608,1,0.0277,0.207,1.61e-06,0.128,0.359,72.973,4,cantopop
Janice Vidal,心亂如麻,51,246933,0,0.651,0.37,7,-7.717,1,0.0265,0.691,0.0,0.109,0.507,74.974,4,cantopop
my little airport,介乎法國與旺角的詩意 - Live,32,141308,0,0.494,0.53,7,-12.234,1,0.0404,0.284,0.00162,0.995,0.584,142.972,4,cantopop
Alan Tam,相識非偶然,23,213973,0,0.578,0.221,10,-14.231,1,0.0342,0.801,3.27e-06,0.168,0.307,113.827,4,cantopop
Andy Lau,把今生忘掉,23,247840,0,0.514,0.416,1,-11.158,1,0.0294,0.364,3.88e-06,0.128,0.319,135.8,4,cantopop
Jacky Cheung,還是覺得你最好,45,322306,0,0.497,0.294,5,-13.787,1,0.0304,0.241,0.0,0.1,0.308,173.993,4,cantopop
Swing,1984,45,192600,0,0.456,0.505,11,-7.495,1,0.036,0.243,6.58e-06,0.0689,0.585,135.828,4,cantopop
my little airport,心,31,152570,0,0.349,0.353,0,-14.36,1,0.0291,0.194,0.44,0.121,0.211,105.994,4,cantopop
Daniel Chan,愛你(躲你),23,310293,0,0.692,0.491,2,-8.618,1,0.0296,0.715,0.0,0.234,0.314,129.991,4,cantopop
Andy Hui,向全世界說愛你,23,249493,0,0.621,0.593,3,-9.885,1,0.0284,0.399,0.0,0.16,0.522,123.474,3,cantopop
Kevin Cheng;Myolie Wu,"有意 - (劇集 ""烈火雄心III"" 片尾曲)",22,274411,0,0.429,0.347,8,-11.307,1,0.0355,0.787,0.0,0.14,0.189,135.749,4,cantopop
Jinny Ng,"最後一次分手 - (劇集 ""完美叛侶"" 主題曲)",23,206234,0,0.563,0.397,6,-9.396,0,0.0339,0.384,0.0,0.107,0.198,137.985,4,cantopop
Leon Lai,Oh!夜,22,245306,0,0.779,0.462,11,-13.04,0,0.0293,0.121,2.64e-06,0.278,0.565,92.016,4,cantopop
Kelly Chen,Lover's Concerto,44,183906,0,0.416,0.0993,0,-19.388,1,0.0696,0.978,0.000118,0.234,0.333,202.88,4,cantopop
Leon Lai,"沒名字的歌,無名字的你",23,266066,0,0.611,0.312,10,-10.26,1,0.0328,0.754,0.0,0.108,0.21,136.296,4,cantopop
Ekin Cheng,我是你未來,23,255826,0,0.598,0.35,0,-13.191,1,0.0326,0.743,1.06e-06,0.124,0.52,162.62,4,cantopop
Fred Cheng,"無畏的肩膊 - 劇集 ""跳躍生命線"" 主題曲",23,206493,0,0.593,0.698,4,-7.643,1,0.0321,0.121,0.0,0.0932,0.732,138.014,4,cantopop
Aaron Kwok;Kaiel Chen;Zhang Yong Fu and Eric Chen,渴望,23,241720,0,0.712,0.82,3,-6.535,0,0.043,0.317,0.00119,0.144,0.407,120.026,4,cantopop
Stephanie Cheng,紅綠燈,48,237053,0,0.602,0.423,10,-9.248,1,0.0348,0.752,0.0,0.275,0.45,113.944,4,cantopop
AGA,圓,44,249000,0,0.512,0.541,6,-5.414,1,0.0325,0.783,0.0,0.151,0.425,184.529,3,cantopop
2R,第29天,23,229013,0,0.606,0.307,9,-9.585,1,0.0294,0.733,0.0,0.0985,0.666,92.094,4,cantopop
Grasshopper,半點心,23,234613,0,0.79,0.689,4,-7.507,0,0.0295,0.459,6.76e-06,0.239,0.814,122.226,4,cantopop
Roman Tam,獅子山下 - 香港電台電視劇[獅子山下主題曲,23,224306,0,0.41,0.356,5,-9.666,1,0.0234,0.657,1.35e-05,0.266,0.196,78.53,4,cantopop
my little airport,第十支煙,31,236448,0,0.564,0.665,0,-9.257,1,0.0642,0.131,0.026,0.0971,0.494,134.119,4,cantopop
Juno Mak,借火,44,225840,0,0.626,0.393,5,-7.211,1,0.0381,0.802,0.0,0.102,0.553,121.774,4,cantopop
my little airport,給金鐘地鐵站車廂內的人,34,133316,0,0.65,0.567,0,-8.672,1,0.0399,0.131,0.421,0.113,0.67,125.959,4,cantopop
Pakho Chau,夠鐘,43,228600,0,0.656,0.506,7,-6.417,1,0.032,0.43,0.0,0.163,0.269,139.987,4,cantopop
Eason Chan,無人之境,15,221066,0,0.535,0.564,2,-7.224,1,0.0394,0.361,0.0,0.119,0.278,123.892,4,cantopop
my little airport,美孚根斯堡與白田珍寶金,28,133891,0,0.57,0.448,6,-10.128,1,0.0341,0.857,0.0,0.119,0.225,123.603,4,cantopop
Eason Chan,陰天快樂,40,261480,0,0.549,0.64,6,-7.483,1,0.0304,0.323,0.0,0.0837,0.423,130.034,4,cantopop
Kary Ng,我本人,49,257013,0,0.45,0.485,1,-7.389,1,0.0293,0.731,1.67e-06,0.114,0.417,133.86,4,cantopop
Eason Chan,你給我聽好,50,288400,0,0.429,0.356,7,-11.524,1,0.0362,0.891,0.0,0.115,0.431,96.798,4,cantopop
Janice Vidal,我的視角,44,222855,0,0.518,0.401,6,-7.908,1,0.0665,0.862,0.0,0.112,0.401,129.652,4,cantopop
Shirley Kwan,難得有情人,47,224040,0,0.712,0.431,4,-12.063,0,0.0232,0.34,0.00114,0.103,0.414,96.327,4,cantopop
Eason Chan,K歌之王,50,218050,0,0.396,0.353,2,-8.91,1,0.0298,0.731,1.1e-06,0.214,0.288,76.276,4,cantopop
Eason Chan,"陪你度過漫長歲月 - ""陪安東尼度過漫長歲月""電影主題曲",43,242400,0,0.502,0.54,1,-8.542,1,0.0412,0.54,0.0,0.111,0.578,149.938,3,cantopop
Denise Ho,鋼鐵是怎樣煉成的,41,303360,0,0.59,0.5,8,-6.359,1,0.0308,0.563,0.0,0.152,0.28,119.829,4,cantopop
my little airport,失業抗爭歌,31,117147,0,0.567,0.46,7,-7.017,1,0.0309,0.155,0.0,0.0782,0.771,150.758,3,cantopop
Kaho Hung,污糟兒,57,225257,0,0.642,0.452,11,-9.99,0,0.0336,0.837,0.0,0.134,0.521,124.002,4,cantopop
my little airport,社會主義青年,32,142616,0,0.728,0.425,5,-10.725,1,0.141,0.412,0.0173,0.139,0.713,144.119,4,cantopop
Priscilla Chan,情意結,37,196373,0,0.469,0.24,4,-15.346,1,0.0405,0.705,0.000462,0.103,0.379,144.32,4,cantopop
Faye Wong,郵差 - 蝴蝶 廣東版,41,258333,0,0.639,0.401,0,-8.442,1,0.0248,0.167,0.0,0.334,0.297,107.003,4,cantopop
Denise Ho,喜歡喜歡你,38,224066,0,0.613,0.644,4,-6.55,1,0.0352,0.245,0.0,0.1,0.392,115.049,4,cantopop
Vivian Lai,一人有一個夢想,52,230026,0,0.619,0.43,4,-9.716,1,0.0304,0.716,0.0,0.207,0.379,160.0,4,cantopop
Gin Lee,月球下的人,49,283906,0,0.633,0.372,0,-8.877,1,0.0284,0.838,0.0,0.0975,0.489,105.998,4,cantopop
my little airport,SABINA之淚 - Live,31,157351,0,0.536,0.54,0,-12.164,1,0.0344,0.306,0.01,0.713,0.439,83.301,4,cantopop
Candy Lo,垃圾,42,228493,0,0.528,0.36,0,-11.301,0,0.0369,0.739,1.31e-06,0.101,0.225,107.971,4,cantopop
Jacky Cheung,你的名字 我的姓氏,52,301533,0,0.544,0.054,11,-18.767,0,0.0387,0.927,3.65e-05,0.107,0.115,131.713,3,cantopop
李龍基,人生曲,24,187973,0,0.34,0.325,2,-12.261,0,0.0289,0.416,3.31e-05,0.283,0.464,111.205,4,cantopop
Stephanie Cheng,東京百貨,45,233533,0,0.59,0.428,6,-10.05,1,0.0332,0.731,0.0,0.141,0.295,125.698,4,cantopop
Mavis Hee,明知故犯,51,257893,0,0.701,0.215,5,-15.16,1,0.0369,0.783,0.0,0.103,0.144,131.156,4,cantopop
